1366	551
712	551
2844	712
1760	4241
10900	2845
2324	6910
2684	3998
262696	27627
2956	3476
531	3762
1318	7000
248250	2691
1970	1088
100210	6978
1500	7263
2190	3998
1690	3998
2246	1690
2339	7063
1542	27049
1354	7002
2867	3958
3958	2684
2937	4241
3114	4010
3115	4010
1206	3931
7420	3489
23775	1075
1118	551
7050	7042
2622	3998
3762	2622
53541	10686
247975	599
1032	3115
1544	3115
999	3115
2318	6910
652	1059
14590	47982
2088	3998
7090	2088
1681	7019
4015	2190
4013	4015
4262	3998
236147	2223
988	3998
3318	7144
6179	4286
78740	44076
2627	10950
6998	3998
17185	36362
45549	45546
249119	249117
3300	3998
3017	1031
3193	1031
103083	2167
1059	3998
3689	2190
4014	4015
2673	7464
2738	3998
2779	1994
3051	6982
3140	2779
3184	1329
102868	247865
250426	48295
77776	5107
4074	3998
4173	2779
7094	4301
103008	8086
28857	243790
7545	22080
2819	4235
2092	4235
247888	5128
552	4235
645	618
1004	1206
1587	1206
2003	2263
102677	30480
4482	30
2672	7550
47956	382946
2902	4199
4247	4224
236103	809
103005	7129
238022	17209
2244	3366
28862	243790
7000	1088
8433	8275
2093	12957
25003	382276
85215	4089
45	12758
25446	8239
60487	1735
103	12758
2058	52122
223785	223784
46756	46755
3195	3198
3162	46756
1726	507
341	2691
15524	1648
1552	546
2313	7281
248257	987
248250	3519
103007	103006
618	573
673	2314
223739	15540
16712	7056
3221	2691
3221	3518
341	3519
1496	3518
2924	2622
3458	1088
1773	1088
489	4583
2363	4583
4583	1480
3518	3519
735	1648
856	1648
2314	856
546	856
2263	1648
3675	235811
4235	573
235764	235759
3326	573
3302	3326
7531	856
3857	1480
44663	3369
4777	769
2748	7086
229	1648
44180	43952
3716	2393
2461	7516
4006	2825
1050	725
19939	18707
3098	1648
3931	7525
11026	4610
4595	34778
256559	256558
4613	4612
4607	4612
28099	39506
4633	25640
4301	3489
4609	38484
4625	4722
4606	4630
4954	4618
121	5069
4632	4603
5068	5075
5056	5074
4636	7034
505	4637
4637	4638
4329	4713
4643	957
4644	305
4645	4644
2347	5069
4649	2416
18683	11584
4652	4636
6397	5856
4656	247917
1926	17032
21592	15073
21011	21578
2317	4669
4713	3243
55233	52431
4719	2416
102787	5793
2402	4673
70793	4695
4677	2707
4712	2998
33095	4712
3636	17034
10713	3389
4684	4683
4688	3040
4689	4686
25788	86331
5342	4695
3553	4697
26647	22441
18951	72099
10712	2627
4707	5075
4708	5076
248007	10765
4709	5076
4710	5076
4681	4716
8054	1723
415	4717
2824	5027
6834	4023
4626	11345
4612	4721
4624	4721
